TV,Radio,Newspaper,Sales,Total_Spend,TV_Share,Radio_Share,Newspaper_Share,TV_Radio_Synergy,TV_Newspaper_Synergy,Radio_Newspaper_Synergy,TV_Sqrt,Radio_Sqrt,Newspaper_Sqrt,Spend_Tier,Cluster_ID,Market_Segment
67.8,36.6,114.0,12.5,218.4,0.31043955901813386,0.16758241681509883,0.5219780195880127,2481.48,7729.2,4172.400000000001,8.23407554009556,6.04979338490167,10.677078252031311,Mid-Budget Tier,2,Radio-Boosted Metro
281.4,39.6,55.8,24.4,376.8,0.7468152846422099,0.1050955411223579,0.1480891715815043,11143.439999999999,15702.119999999997,2209.68,16.774981371077583,6.29285308902091,7.469939758793239,High-Budget Tier,2,Radio-Boosted Metro
69.2,20.5,18.3,11.3,108.0,0.6407407348079562,0.18981481305727024,0.16944444287551444,1418.6000000000001,1266.3600000000001,375.15000000000003,8.318653737234168,4.527692569068709,4.277849927241488,Low-Budget Tier,1,Conservative / Niche
147.3,23.9,19.1,14.6,190.3,0.7740409838463427,0.12559117117398227,0.10036783972481429,3520.4700000000003,2813.4300000000003,456.49,12.136721138759018,4.888762624632126,4.370354676682432,Mid-Budget Tier,3,TV-Dominant Reach
218.4,27.7,53.4,18.0,299.5,0.7292153564967768,0.0924874788230802,0.17829716134124488,6049.68,11662.56,1479.1799999999998,14.778362561528933,5.263078946776307,7.307530362578044,High-Budget Tier,2,Radio-Boosted Metro
237.4,5.1,23.5,12.5,266.0,0.8924811996523263,0.019172932258748374,0.08834586432952683,1210.74,5578.900000000001,119.85,15.407790237409127,2.258317958127243,4.847679857416329,High-Budget Tier,3,TV-Dominant Reach
13.2,15.9,49.6,5.6,78.7,0.1677255378942117,0.2020330342816641,0.6302414151176441,209.88,654.72,788.64,3.63318042491699,3.987480407475377,7.042726744663604,Low-Budget Tier,1,Conservative / Niche
228.3,16.9,26.2,15.5,271.40000000000003,0.8411938067752622,0.06226971237188756,0.09653647716825173,3858.27,5981.46,442.78,15.109599597606815,4.110960958218893,5.118593556827891,High-Budget Tier,3,TV-Dominant Reach
62.3,12.6,18.3,9.7,93.19999999999999,0.6684549284500545,0.13519313159664023,0.1963519292236918,784.9799999999999,1140.09,230.58,7.893034904268446,3.5496478698597698,4.277849927241488,Low-Budget Tier,1,Conservative / Niche
262.9,3.5,19.5,12.0,285.9,0.9195522877945006,0.012242042629443714,0.06820566607832926,920.1499999999999,5126.549999999999,68.25,16.214191315017842,1.8708286933869707,4.415880433163924,High-Budget Tier,3,TV-Dominant Reach
142.9,29.3,12.6,15.0,184.8,0.7732683940840455,0.15854978269183018,0.06818181781286894,4186.97,1800.54,369.18,11.954078801814886,5.412947441089743,3.5496478698597698,Mid-Budget Tier,0,Radio-Boosted Metro
240.1,16.7,22.9,15.9,279.7,0.8584197323617457,0.05970682853161663,0.08187343553137849,4009.6699999999996,5498.29,382.42999999999995,15.49516053482506,4.08656334834051,4.78539444560216,High-Budget Tier,3,TV-Dominant Reach
248.8,27.1,22.9,18.9,298.8,0.8326639865038019,0.09069611750101701,0.07663989264846086,6742.4800000000005,5697.5199999999995,620.59,15.773395322504284,5.205766033928148,4.78539444560216,High-Budget Tier,3,TV-Dominant Reach
70.6,16.0,40.8,10.5,127.39999999999999,0.5541601212389315,0.12558869603148592,0.32025117488028904,1129.6,2880.4799999999996,652.8,8.402380615040002,4.0,6.387487769068525,Low-Budget Tier,1,Conservative / Niche
292.9,28.3,43.2,21.4,364.4,0.8037870449950959,0.07766190977590036,0.11855104248476664,8289.07,12653.28,1222.5600000000002,17.11432148815722,5.319774431308154,6.572670690061994,High-Budget Tier,3,TV-Dominant Reach
112.9,17.4,38.6,11.9,168.9,0.6684428616433223,0.1030195375783331,0.2285375948576815,1964.46,4357.9400000000005,671.64,10.625441167311596,4.171330722922842,6.212889826803627,Mid-Budget Tier,1,Conservative / Niche
97.2,1.5,30.0,9.6,128.7,0.7552447493764978,0.011655011564452126,0.2331002312890425,145.8,2916.0,45.0,9.85900603509299,1.224744871391589,5.477225575051661,Low-Budget Tier,1,Conservative / Niche
265.6,20.0,0.3,17.4,285.90000000000003,0.9289961492515,0.06995452931110692,0.0010493179396666038,5312.0,79.68,6.0,16.29723902997069,4.47213595499958,0.5477225575051661,High-Budget Tier,3,TV-Dominant Reach
95.7,1.4,7.4,9.5,104.50000000000001,0.9157894649206749,0.013397129058400677,0.07081339645154644,133.98,708.1800000000001,10.36,9.78263768111648,1.1832159566199232,2.7202941017470885,Low-Budget Tier,1,Conservative / Niche
290.7,4.1,8.5,12.8,303.3,0.9584569701336729,0.013517968963013618,0.02802505760624775,1191.87,2470.95,34.849999999999994,17.049926686059386,2.0248456731316584,2.9154759474226504,High-Budget Tier,3,TV-Dominant Reach
266.9,43.8,5.0,25.4,315.7,0.8454228671351826,0.13873930903155113,0.015837820665702183,11690.219999999998,1334.5,219.0,16.337074401495514,6.618156843109719,2.23606797749979,High-Budget Tier,3,TV-Dominant Reach
74.7,49.4,45.7,14.7,169.8,0.43992932603104046,0.290930504764838,0.26914016331484003,3690.18,3413.7900000000004,2257.58,8.64291617453276,7.0285133563222315,6.760177512462229,Mid-Budget Tier,0,Radio-Boosted Metro
43.1,26.7,35.1,10.1,104.9,0.4108674889335797,0.25452811959458416,0.33460438193894776,1150.77,1512.8100000000002,937.17,6.565059024867941,5.167204273105526,5.92452529743945,Low-Budget Tier,0,Radio-Boosted Metro
228.0,37.7,32.0,21.5,297.7,0.7658716803296215,0.12663755415976638,0.10749076215152582,8595.6,7296.0,1206.4,15.0996688705415,6.1400325732035,5.656854249492381,High-Budget Tier,2,Radio-Boosted Metro
202.5,22.3,31.6,16.6,256.40000000000003,0.7897815881833791,0.08697347859994742,0.12324492931651743,4515.75,6399.0,704.6800000000001,14.230249470757707,4.722287581247038,5.621387729022079,High-Budget Tier,3,TV-Dominant Reach
177.0,33.4,38.7,17.1,249.10000000000002,0.7105580059792934,0.13408269717349378,0.15535929283276076,5911.8,6849.900000000001,1292.58,13.30413469565007,5.779273310719955,6.220932405998316,Mid-Budget Tier,2,Radio-Boosted Metro
293.6,27.7,1.8,20.7,323.1,0.9086969950210554,0.08573197126050147,0.005571030623426089,8132.72,528.48,49.86,17.134759992483115,5.263078946776307,1.3416407864998738,High-Budget Tier,3,TV-Dominant Reach
206.9,8.4,26.4,12.9,241.70000000000002,0.8560198557880849,0.034753826914547675,0.10922631316000697,1737.96,5462.16,221.76,14.384018909887459,2.898275349237888,5.138093031466052,Mid-Budget Tier,3,TV-Dominant Reach
25.1,25.7,43.3,8.5,94.1,0.2667375104491232,0.27311370591802653,0.4601487730058579,645.07,1086.83,1112.81,5.0099900199501395,5.06951674225463,6.58027355054484,Low-Budget Tier,0,Radio-Boosted Metro
175.1,22.5,31.5,14.9,229.1,0.7642950643199692,0.09821038804796862,0.13749454326715607,3939.75,5515.65,708.75,13.232535660258014,4.743416490252569,5.612486080160912,Mid-Budget Tier,3,TV-Dominant Reach
89.7,9.9,35.7,10.6,135.3,0.6629711702662885,0.07317073116651344,0.26385809117621517,888.0300000000001,3202.2900000000004,353.43000000000006,9.47100839404126,3.146426544510455,5.974947698515862,Low-Budget Tier,1,Conservative / Niche
239.9,41.5,18.5,23.2,299.9,0.7999333084363679,0.13837945935852133,0.06168722887066613,9955.85,4438.150000000001,767.75,15.488705562441298,6.442049363362563,4.301162633521313,High-Budget Tier,3,TV-Dominant Reach
227.2,15.8,49.9,14.8,292.9,0.7756913595913576,0.0539433251828497,0.1703653118116582,3589.7599999999998,11337.279999999999,788.42,15.073154945133417,3.9749213828703582,7.063993204979744,High-Budget Tier,3,TV-Dominant Reach
66.9,11.7,36.8,9.7,115.4,0.5797226986159212,0.10138648092386064,0.31889081179470696,782.73,2461.92,430.55999999999995,8.179242018671413,3.420526275297414,6.06630035524124,Low-Budget Tier,1,Conservative / Niche
199.8,3.1,34.6,11.4,237.5,0.8412631543525763,0.01305263152398892,0.1456842099129086,619.3800000000001,6913.080000000001,107.26,14.135062787267696,1.760681686165901,5.882176467941097,Mid-Budget Tier,3,TV-Dominant Reach
100.4,9.6,3.6,10.7,113.6,0.8838028091214543,0.08450704150962111,0.03169014056610792,963.84,361.44000000000005,34.56,10.019980039900279,3.0983866769659336,1.8973665961010275,Low-Budget Tier,1,Conservative / Niche
216.4,41.7,39.6,22.6,297.70000000000005,0.7269062790496933,0.14007389942870707,0.13301981816251318,9023.880000000001,8569.44,1651.3200000000002,14.710540438746634,6.457553716385176,6.29285308902091,High-Budget Tier,2,Radio-Boosted Metro
182.6,46.2,58.7,21.2,287.5,0.6351304325734594,0.16069565161497165,0.20417391233330814,8436.12,10718.62,2711.9400000000005,13.512956745287095,6.797058187186572,7.661592523751182,High-Budget Tier,2,Radio-Boosted Metro
262.7,28.8,15.9,20.2,307.4,0.8545868547345906,0.09368900424954782,0.05172413776277119,7565.76,4176.93,457.92,16.208022704821214,5.366563145999495,3.987480407475377,High-Budget Tier,3,TV-Dominant Reach
198.9,49.4,60.0,23.7,308.3,0.6451508250238377,0.16023353824121458,0.19461563349135377,9825.66,11934.0,2964.0,14.10319112825179,7.0285133563222315,7.745966692414834,High-Budget Tier,2,Radio-Boosted Metro
7.3,28.1,41.4,5.5,76.8,0.09505208209567602,0.36588541190253376,0.5390624929809571,205.13,302.21999999999997,1163.34,2.701851217221259,5.300943312279429,6.434283176858165,Low-Budget Tier,0,Radio-Boosted Metro
136.2,19.2,16.6,13.2,171.99999999999997,0.7918604605124393,0.11162790632774475,0.09651162734586266,2615.0399999999995,2260.92,318.72,11.670475568716126,4.381780460041329,4.0743097574926725,Mid-Budget Tier,1,Conservative / Niche
210.8,49.6,37.7,23.8,298.1,0.7071452508985399,0.16638711785847998,0.1264676278884011,10455.68,7947.160000000001,1869.9200000000003,14.51895313030523,7.042726744663604,6.1400325732035,High-Budget Tier,2,Radio-Boosted Metro
210.7,29.5,9.3,18.4,249.5,0.8444889745711864,0.1182364724719981,0.037274548948799405,6215.65,1959.51,274.35,14.515508947329405,5.431390245600108,3.0495901363953815,High-Budget Tier,3,TV-Dominant Reach
53.5,2.0,21.4,8.1,76.9,0.6957087035668569,0.026007802002499324,0.27828348142674275,107.0,1144.8999999999999,42.8,7.314369419163897,1.4142135623730951,4.626013402488151,Low-Budget Tier,1,Conservative / Niche
261.3,42.7,54.7,24.2,358.7,0.7284638953764598,0.11904098098957074,0.15249512084612457,11157.510000000002,14293.11,2335.69,16.16477652180815,6.534523701081817,7.395944834840239,High-Budget Tier,2,Radio-Boosted Metro
239.3,15.5,27.3,15.7,282.1,0.8482807484995365,0.05494505475028339,0.09677419320533784,3709.15,6532.89,423.15000000000003,15.469324484281788,3.9370039370059056,5.224940191045253,High-Budget Tier,3,TV-Dominant Reach
102.7,29.6,8.4,14.0,140.70000000000002,0.7299218142862699,0.21037668649341373,0.05970149211299579,3039.92,862.6800000000001,248.64000000000001,10.134100848126586,5.440588203494177,2.898275349237888,Low-Budget Tier,0,Radio-Boosted Metro
131.1,42.8,28.9,18.0,202.79999999999998,0.64644970095439,0.21104536385086115,0.14250493026378241,5611.079999999999,3788.7899999999995,1236.9199999999998,11.449890829173874,6.54217089351845,5.375872022286245,Mid-Budget Tier,0,Radio-Boosted Metro
69.0,9.3,0.9,9.3,79.2,0.8712121102119683,0.11742424094161313,0.011363636220156108,641.7,62.1,8.370000000000001,8.306623862918075,3.0495901363953815,0.9486832980505138,Low-Budget Tier,1,Conservative / Niche
31.5,24.6,2.2,9.5,58.300000000000004,0.5403087385881863,0.42195539584982167,0.037735848409333646,774.9000000000001,69.30000000000001,54.120000000000005,5.612486080160912,4.959838707054898,1.4832396974191326,Low-Budget Tier,0,Radio-Boosted Metro
139.3,14.5,10.2,13.4,164.0,0.8493902387232304,0.08841463360722784,0.06219512157198096,2019.8500000000001,1420.8600000000001,147.89999999999998,11.802542099056458,3.8078865529319543,3.1937438845342623,Mid-Budget Tier,1,Conservative / Niche
237.4,27.5,11.0,18.9,275.9,0.8604566840867827,0.09967379449193986,0.039869517796775944,6528.5,2611.4,302.5,15.407790237409127,5.244044240850758,3.3166247903554,High-Budget Tier,3,TV-Dominant Reach
216.8,43.9,27.2,22.3,287.9,0.7530392471238652,0.1524835006860594,0.09447724871664728,9517.52,5896.96,1194.08,14.724129855444769,6.6257075093909785,5.215361924162119,High-Budget Tier,2,Radio-Boosted Metro
199.1,30.6,38.7,18.3,268.4,0.7418032759247271,0.11400894145302184,0.1441877788964688,6092.46,7705.17,1184.2200000000003,14.110279940525631,5.531726674375733,6.220932405998316,High-Budget Tier,2,Radio-Boosted Metro
109.8,14.3,31.7,12.4,155.79999999999998,0.7047496745523129,0.09178433830690413,0.20346598072229796,1570.14,3480.66,453.31,10.478549517943788,3.7815340802378077,5.630275304103699,Mid-Budget Tier,1,Conservative / Niche
26.8,33.0,19.3,8.8,79.1,0.3388116265636963,0.4171934207687305,0.24399494002534847,884.4,517.24,636.9,5.176871642217914,5.744562646538029,4.39317652729776,Low-Budget Tier,0,Radio-Boosted Metro
129.4,5.7,31.3,11.0,166.4,0.7776442260958881,0.034254807486449476,0.1881009604080471,737.58,4050.2200000000003,178.41,11.3754120804479,2.3874672772626644,5.594640292279746,Mid-Budget Tier,1,Conservative / Niche
213.4,24.6,13.1,17.0,251.1,0.8498606099169231,0.09796893628845506,0.05217044981214476,5249.64,2795.54,322.26,14.608216865860118,4.959838707054898,3.6193922141707713,High-Budget Tier,3,TV-Dominant Reach
16.9,43.7,89.4,8.7,150.0,0.11266666591555555,0.29133333139111117,0.5959999960266668,738.53,1510.86,3906.7800000000007,4.110960958218893,6.610597552415364,9.45515732285825,Mid-Budget Tier,2,Radio-Boosted Metro
27.5,1.6,20.7,6.9,49.8,0.5522088242528349,0.03212851341107403,0.41566264225577026,44.0,569.25,33.12,5.244044240850758,1.2649110640673518,4.54972526643093,Low-Budget Tier,1,Conservative / Niche
120.5,28.5,14.2,14.2,163.2,0.7383578386130035,0.1746323518711253,0.08700980338842032,3434.25,1711.1,404.7,10.977249200050075,5.338539126015656,3.7682887362833544,Mid-Budget Tier,0,Radio-Boosted Metro
5.4,29.9,9.4,5.3,44.699999999999996,0.1208053664249359,0.6689037881677006,0.21029082303599952,161.46,50.760000000000005,281.06,2.32379000772445,5.468089245796926,3.0659419433511785,Low-Budget Tier,0,Radio-Boosted Metro
116.0,7.7,23.1,11.0,146.8,0.7901907303120522,0.05245231571898967,0.15735694715696902,893.2,2679.6000000000004,177.87,10.770329614269007,2.7748873851023217,4.806245936279167,Low-Budget Tier,1,Conservative / Niche
76.4,26.7,22.3,11.8,125.4,0.6092503938656268,0.2129186585891654,0.17783093957072615,2039.88,1703.7200000000003,595.41,8.740709353364863,5.167204273105526,4.722287581247038,Low-Budget Tier,0,Radio-Boosted Metro
239.8,4.1,36.9,12.3,280.8,0.8539886009473341,0.014601139549141239,0.13141025594227115,983.18,8848.62,151.29,15.485477067239485,2.0248456731316584,6.074537019394976,High-Budget Tier,3,TV-Dominant Reach
75.3,20.3,32.5,11.3,128.1,0.5878220094627478,0.1584699441181113,0.2537080386127398,1528.59,2447.25,659.75,8.677557259966655,4.505552130427524,5.70087712549569,Low-Budget Tier,1,Conservative / Niche
68.4,44.5,35.6,13.6,148.5,0.46060605750433636,0.299663297645365,0.239730638116292,3043.8,2435.0400000000004,1584.2,8.270429251254134,6.670832032063167,5.966573556070519,Mid-Budget Tier,0,Radio-Boosted Metro
213.5,43.0,33.8,21.7,290.3,0.7354460877180637,0.14812263125000816,0.1164312775872157,9180.5,7216.299999999999,1453.3999999999999,14.611639196202457,6.557438524302,5.813776741499453,High-Budget Tier,2,Radio-Boosted Metro
193.2,18.4,65.7,15.2,277.3,0.6967183530590755,0.06635412886276909,0.2369275144719527,3554.8799999999997,12693.24,1208.8799999999999,13.899640283115243,4.2895221179054435,8.105553651663778,High-Budget Tier,2,Radio-Boosted Metro
76.3,27.5,16.0,12.0,119.8,0.636894819391529,0.2295492468318093,0.13355592542941633,2098.25,1220.8,440.0,8.734987120768983,5.244044240850758,4.0,Low-Budget Tier,0,Radio-Boosted Metro
110.7,40.6,63.2,16.0,214.5,0.5160839136779305,0.1892773883949772,0.2946386932650877,4494.42,6996.240000000001,2565.92,10.52140675005011,6.371812928829597,7.9498427657407165,Mid-Budget Tier,2,Radio-Boosted Metro
88.3,25.5,73.4,12.9,187.2,0.4716880316683332,0.13621794799028875,0.39209401499949786,2251.65,6481.22,1871.7,9.396807968666806,5.049752469181039,8.567379996241558,Mid-Budget Tier,2,Radio-Boosted Metro
109.8,47.8,51.4,16.7,209.0,0.5253588491609624,0.22870813287699457,0.245933013177354,5248.44,5643.719999999999,2456.9199999999996,10.478549517943788,6.913754406977442,7.1693793315739685,Mid-Budget Tier,2,Radio-Boosted Metro
134.3,4.9,9.3,11.2,148.50000000000003,0.9043770982870228,0.032996632774433446,0.06262626220453694,658.07,1248.9900000000002,45.57000000000001,11.588787684654509,2.2135943621178655,3.0495901363953815,Mid-Budget Tier,1,Conservative / Niche
28.6,1.5,33.0,7.3,63.1,0.4532488042274358,0.023771790431508868,0.5229793894931951,42.900000000000006,943.8000000000001,49.5,5.347896782848375,1.224744871391589,5.744562646538029,Low-Budget Tier,1,Conservative / Niche
217.7,33.5,59.0,19.4,310.2,0.7018052846492415,0.10799484168924939,0.1901998704377825,7292.95,12844.3,1976.5,14.75466028073842,5.787918451395113,7.681145747868608,High-Budget Tier,2,Radio-Boosted Metro
250.9,36.5,72.3,22.2,359.7,0.6975257139351524,0.10147344981519753,0.20100083346955563,9157.85,18140.07,2638.95,15.839823231336895,6.041522986797286,8.502940667792526,High-Budget Tier,2,Radio-Boosted Metro
107.4,14.0,10.9,11.5,132.3,0.8117913770839654,0.1058201050202562,0.08238851033719946,1503.6000000000001,1170.66,152.6,10.363397126425292,3.7416573867739413,3.3015148038438356,Low-Budget Tier,1,Conservative / Niche
163.3,31.6,52.9,16.9,247.8,0.6589991902380985,0.12752219480418808,0.2134786109222009,5160.280000000001,8638.57,1671.64,12.77888884058391,5.621387729022079,7.273238618387272,Mid-Budget Tier,2,Radio-Boosted Metro
197.6,3.5,5.9,11.7,207.0,0.9545893673691335,0.016908212478704287,0.02850241532124437,691.6,1165.8400000000001,20.650000000000002,14.057026712644463,1.8708286933869707,2.4289915602982237,Mid-Budget Tier,3,TV-Dominant Reach
184.9,21.0,22.0,15.5,227.9,0.8113207511569954,0.09214567752459114,0.09653356693052406,3882.9,4067.8,462.0,13.597793938724031,4.58257569495584,4.69041575982343,Mid-Budget Tier,3,TV-Dominant Reach
289.7,42.3,51.2,25.4,383.2,0.7560020857098066,0.110386221006299,0.13361169067429102,12254.31,14832.64,2165.7599999999998,17.020575783445164,6.5038450166036395,7.155417527999327,High-Budget Tier,2,Radio-Boosted Metro
135.2,41.7,45.9,17.2,222.79999999999998,0.6068222593948732,0.1871633743843655,0.20601436173243107,5637.84,6205.679999999999,1914.03,11.627553482998906,6.457553716385176,6.774953874381729,Mid-Budget Tier,2,Radio-Boosted Metro
222.4,4.3,49.8,11.7,276.5,0.8043399609246294,0.015551537014280154,0.1801084984444539,956.3199999999999,11075.52,214.14,14.913081505845799,2.073644135332772,7.05691150575094,High-Budget Tier,3,TV-Dominant Reach
296.4,36.3,100.9,23.8,433.6,0.6835793342168373,0.08371771198404586,0.23270295149284376,10759.319999999998,29906.76,3662.67,17.216271373325874,6.024948132556827,10.044899203078147,High-Budget Tier,2,Radio-Boosted Metro
280.2,10.1,21.4,14.8,311.7,0.8989412868176411,0.03240295145202775,0.0686557585221182,2830.02,5996.28,216.14,16.739175606940744,3.1780497164141406,4.626013402488151,High-Budget Tier,3,TV-Dominant Reach
187.9,17.2,17.9,14.7,223.0,0.8426008930825073,0.07713004449717469,0.08026905793601319,3231.88,3363.41,307.87999999999994,13.70766209096212,4.147288270665544,4.230839160261236,Mid-Budget Tier,3,TV-Dominant Reach
238.2,34.3,5.3,20.7,277.8,0.8574514008011108,0.12347012194575188,0.01907847365342522,8170.259999999999,1262.4599999999998,181.79,15.433729296576379,5.856620185738529,2.3021728866442674,High-Budget Tier,3,TV-Dominant Reach
137.9,46.4,59.0,19.2,243.3,0.5667899688993425,0.190711055525232,0.24249897146527344,6398.56,8136.1,2737.6,11.74308307047174,6.81175454637056,7.681145747868608,Mid-Budget Tier,2,Radio-Boosted Metro
25.0,11.0,29.7,7.2,65.7,0.3805174980134323,0.1674276991259102,0.45205478763995754,275.0,742.5,326.7,5.0,3.3166247903554,5.449770637375485,Low-Budget Tier,1,Conservative / Niche
90.4,0.3,23.2,8.7,113.9,0.7936786585278433,0.0026338893535216034,0.203687443339004,27.12,2097.28,6.96,9.50789145920377,0.5477225575051661,4.8166378315169185,Low-Budget Tier,1,Conservative / Niche
13.1,0.4,25.6,5.3,39.1,0.3350383546025996,0.010230178766491592,0.6547314410554619,5.24,335.36,10.240000000000002,3.6193922141707713,0.6324555320336759,5.059644256269407,Low-Budget Tier,1,Conservative / Niche
255.4,26.9,5.5,19.8,287.8,0.8874218176253585,0.09346768556821512,0.019110493331791198,6870.26,1404.7,147.95,15.981239000778382,5.186520991955976,2.345207879911715,High-Budget Tier,3,TV-Dominant Reach
225.8,8.2,56.5,13.4,290.5,0.7772805480988622,0.02822719439508711,0.19449225406370996,1851.56,12757.7,463.29999999999995,15.026643005009468,2.8635642126552705,7.516648189186454,High-Budget Tier,3,TV-Dominant Reach
241.7,38.0,23.2,21.8,302.9,0.7979531172071538,0.12545394478225835,0.07659293470916827,9184.6,5607.44,881.6,15.546703830716014,6.164414002968976,4.8166378315169185,High-Budget Tier,3,TV-Dominant Reach
175.7,15.4,2.4,14.1,193.5,0.9080103312247527,0.07958656289619348,0.012403100711095086,2705.7799999999997,421.67999999999995,36.96,13.255187663703596,3.924283374069717,1.5491933384829668,Mid-Budget Tier,3,TV-Dominant Reach
209.6,20.6,10.7,15.9,240.89999999999998,0.8700705650889557,0.08551266050015502,0.04441677025978925,4317.76,2242.72,220.42,14.477568856683085,4.538722287164087,3.271085446759225,Mid-Budget Tier,3,TV-Dominant Reach
78.2,46.8,34.5,14.6,159.5,0.49028212858757286,0.29341692606008196,0.21630093908275275,3659.7599999999998,2697.9,1614.6,8.843076387773658,6.841052550594828,5.873670062235365,Mid-Budget Tier,0,Radio-Boosted Metro
75.1,35.0,52.7,12.6,162.8,0.4613022084686596,0.21498771366715164,0.3237100717216826,2628.5,3957.77,1844.5,8.666025617317317,5.916079783099616,7.259476565152615,Mid-Budget Tier,2,Radio-Boosted Metro
139.2,14.3,25.6,12.2,179.1,0.7772194261461784,0.0798436623124307,0.14293690595791791,1990.56,3563.52,366.08000000000004,11.7983049630021,3.7815340802378077,5.059644256269407,Mid-Budget Tier,1,Conservative / Niche
76.4,0.8,14.8,9.4,92.0,0.8304347735822308,0.008695652079395088,0.1608695634688091,61.120000000000005,1130.72,11.840000000000002,8.740709353364863,0.8944271909999159,3.847076812334269,Low-Budget Tier,1,Conservative / Niche
125.7,36.9,79.2,15.9,241.8,0.5198511144753882,0.1526054584259493,0.32754342296301314,4638.33,9955.44,2922.48,11.211601134539169,6.074537019394976,8.899438184514796,Mid-Budget Tier,2,Radio-Boosted Metro
19.4,16.0,22.3,6.6,57.7,0.33622183126132005,0.2772963556794392,0.38648179572821845,310.4,432.62,356.8,4.404543109109048,4.0,4.722287581247038,Low-Budget Tier,1,Conservative / Niche
141.3,26.8,46.2,15.5,214.3,0.6593560398536816,0.12505832886113705,0.21558562661882583,3786.8400000000006,6528.060000000001,1238.16,11.88696765369537,5.176871642217914,6.797058187186572,Mid-Budget Tier,2,Radio-Boosted Metro
18.8,21.7,50.4,7.0,90.9,0.20682067979295182,0.2387238697610135,0.5544554394449346,407.96,947.52,1093.6799999999998,4.33589667773576,4.658325879540846,7.0992957397195395,Low-Budget Tier,1,Conservative / Niche
